userid,language,date_local,tweet_text,lat,lng,screen_name,governorate,Area 
7.94E+17,en,11/08/2020 22:08,"I''m at Dine in Salmiya, Hawalli https://t.co/8fLObwzG3f https://t.co/CcRWrpp7Ko",29.31406,48.087837,ManarAlfairouz,Hawalli,Rumaithiya
535321150,u'et',2/17/2018 0:11,"uI''m at Rawda in Ar-Rawḍah, Al Asimah w/ @_salman__ https://t.co/JlRxn1dLg0,",29.32975,47.998142,ss_aldousari,Capital,Rawda
3798398200,u'in',2/17/2018 19:37,"uI''m at Al Da''iya in Al-Asimah, Al Asimah https://t.co/QwlbS4TxFe,",29.358076,48.012398,K152x_,Capital,Da'ayia
260845420,en,10/05/2019 19:26,I'm at Cinema Cinescape https://t.co/hoqNqawt98,29.339844,48.073074,3WaShiY_FaRaJ,Hawalli,Salmiya
603756740,tl,11/22/2019 23:21,"I''m at Harbor Cafe in Shuwaikh, Al Asimah https://t.co/3GfMAKKIcd",29.34906,47.910408,BhaQ8,Capital,Shuwaikh Port
407082940,ar,1/29/2021 17:35,من عريفجان إلى المريخ بكمارو 😍🛫الحمدلله على السلامة إبراهيم  @ibrahim.abbasq8 @ Kuwait Motor Town https://t.co/rxwISRnYeG,28.925196,48.139732,JouSeFFe,Ahmadi,Araifjan
1136116400,u'ar',08/10/2018 19:47,"u''\U0001f926\U0001f3fb‍♀️✈️ (@ جمارك الكويت) https://t.co/Dbx4xJENU3'',",28.556505,48.36976,Shyou591,Ahmadi,Al-Nuwaiseeb
415422820,u'ar',07/03/2018 18:53,"u''انا وين؟ (@ وصلة الدوحه) https://t.co/JUOaRslkLB'',",29.271296,47.802795,naeemaalaslawi,Jahra,Sulaibiya\Agricultural
2876411000,u'en',9/27/2018 23:42,"uI''m at Kuwait City in Kuwait https://t.co/gNbMzmYieB,",29.37808,47.97339,HNFx_,Capital,Qibla
9.89E+17,in,9/15/2019 10:41,💔💔 (@ Kilwa in Al Jahrah) https://t.co/Qr29BUKpuk,29.322493,47.791176,rs76x__,Capital,Doha
2280392400,u'en',02/08/2018 16:05,"uI''m at Arabica % (Arraya Centre) in Kuwait City, Al Asimah https://t.co/aaHW6RoawW,",29.376942,47.990574,anwari901,Capital,Sharq
3213998300,en,6/27/2019 18:18,"I''m at Starbucks in Al-Andalus, Al Asimah w/ @sotaibi7x @aldulimi__ https://t.co/z7ze3M0bro",29.301489,47.901245,sot73x,Farwaniya,Andalous
7.41E+17,und,6/22/2019 21:19,"حبيبتي متميزه بين الوقوف ❤️@alrshedei4 (at @TheRegencyQ8 in Kuwait, Al Bida) https://t.co/sBuB7vwuhE https://t.co/qLFj41JyQa",29.316593,48.089485,ellrshedie,Hawalli,Rumaithiya
7.40E+17,u'en',08/07/2018 0:43,"uI''m at McDonald''s in Shaab https://t.co/TpMKsSuqxf,",29.351198,48.02082,abdulaziz27xx,Hawalli,Sha'ab
9.78E+17,ar,01/07/2020 14:24,شوفتك عندي لها قدر وشان ♥️ (@ Sea View in Kuwait الكويت) https://t.co/RXI3mh9TvA,29.136454,48.13168,khaldii4,Ahmadi,Mahboula
564738100,u'tl',12/09/2018 23:07,"uI''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer https://t.co/mPOvvWfAfK,",29.26077,48.02197,bo3mra98,Mubarak Al-Kabeer,Wosta
7.62E+17,und,6/15/2020 15:14,"اخر شي توقعت اشتاااق له🥺🥺 (@ College of Engineering and Petroleum - @sep_ku in Khaldiya, Kuwait) https://t.co/kUHC85K51G",29.321657,47.971706,manar_alm6,Capital,Khalidiya
293040030,u'ca',01/10/2019 10:39,"uI''m at قرطبة in Kuwait https://t.co/9F39Ssdrt2,",29.312054,47.987274,a_alfaraj_,Capital,Qortuba
4928546000,en,07/11/2019 17:01,"I''m at Al-@AmiriHospital in Kuwait City, Al Asimah https://t.co/HXErax7cmW",29.388258,47.98795,nooraal54,Capital,Sharq
1.22E+18,en,2/13/2020 19:16,"I''m at Bartone in Kuwait City, Al Kuwayt https://t.co/OsBlz0vCLh",29.38452,47.991467,rawannii76,Capital,Sharq
870421800,u'en',12/06/2018 23:22,"uI''m at Jalboot Village in Al Ahmadi https://t.co/evrkXxHWi2,",28.680159,48.37184,Afnanne_,Ahmadi,Sabah Al-Ahmad Al-Bahrya
616520450,ar,8/18/2020 19:48,".تنظُر إلى السَّماء فلا تجد ما تقوله، فتبتسم لأنك تعلم أن الله يعلم 👌🏻 @ الكويت - Kuwait https://t.co/Hx1MHaBzwE",29.386686,47.990654,hussein_qasem,Capital,Sharq
8.78E+17,u'ar',8/27/2018 23:29,"u''\U0001f5a4♥️ @ مستشفى الأميري https://t.co/16S6KK49dA'',",29.38764,47.98736,Dehrab_01,Capital,Sharq
438591650,u'en',5/19/2018 0:51,"u''Must (@ Kuwait City in Kuwait w/ @binsafran_) https://t.co/0rvzE7oeVe'',",29.37808,47.97339,fayonelmo6ar,Capital,Qibla
2544099800,ar,4/13/2019 10:13,@hiamag اكيد صولا مين بدكن مثلا⁦❤️⁩طبيعي مين اختار غيرا😍الي عندي من بين الصور والي يلبقلا (هي وبس⁦❤️⁩) @AssalaOfficial ❤️🙏🌷😍,29.281227,48.020084,falconhamada_90,Hawalli,Hitteen
414786370,u'und',3/13/2018 21:32,"uI''m at طريق الجهراء in Al Asimah https://t.co/qwpPGZaNR8,",29.326536,47.920288,7soon95,Capital,Mubarakiya Camps
2913910500,ar,9/13/2019 10:16,للبيع بيت في الجابريه قطعة 8 المساحة 510 متر مكون من عدد 3 ادوار مؤجر  2500د.ك شامل  الكهرباء والماء على المستأجر ا… https://t.co/JbyVhC8vje,29.3222,48.0236,aleanwan,Hawalli,Jabriya
8.55E+17,en,12/29/2019 19:37,I'm at Toby’s Estate in Mubarak Al-kabeer https://t.co/MesVkIAfRS,29.258387,48.022297,q8HJT,Mubarak Al-Kabeer,Wosta
3242587000,u'en',8/20/2018 23:19,"uI''m at Wafra City in Al Ahmadi https://t.co/N1Qcx9x7Mp,",28.587608,48.13268,Nouralbr_,Ahmadi,Al-Wafra Farms
54511820,ar,06/02/2022 9:05,"أمس اليوم وغداً وبعد مليون ..مليون ... مليون سنة ،أحبّك حتَّى طَقطَقةَ عِظامي 🦋🦋",29.38822,47.98858,qadsawee,Capital,Sharq
951053900,und,01/09/2020 21:53,"I''m at سوق شرق in Kuwait City, Al Asimah https://t.co/v21pfOryFI",29.389421,47.981575,Z3bdallah,Capital,Al Wagha Al Bahrya
9.04E+17,u'ar',12/23/2018 0:31,"uI''m at بين الرقه والعقيله https://t.co/evuhSmtUVv,",29.159342,48.10275,i_76v,Ahmadi,Egaila
440056740,u'ar',1/17/2018 9:37,"u''مشتاق لك الجهراء @1saadalfahad @ مطعم ومقهى وسط البلد https://t.co/aVyhjYIxXn'',",29.381638,47.987988,Mshari1122,Capital,Sharq
1.01E+18,tl,11/11/2019 20:31,"I''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @3ali235 @j533_ https://t.co/u7RsV3WmNO",29.260605,48.02202,965Almousa,Mubarak Al-Kabeer,Wosta
458229150,en,10/03/2019 22:01,"I''m at Face/Off Cafe in Kuwait City, Al Kuwayt https://t.co/X9y48SwG7n",29.384119,47.98899,Alialostadaaa_,Capital,Sharq
3309076000,u'et',2/17/2018 7:15,"uI''m at Hussain Mukki Juma''a Hospital https://t.co/EFXbHkXac6,",29.324127,47.903637,ashk_sh,Capital,Shuwaikh Health
2489922300,u'und',11/20/2018 22:51,"u''عضيدي ❤️\U0001f947#الكويت #السعوديه #البحرين #قطر #عمان #الامارات #الاكسبلور ||#explore @ Faheel https://t.co/4PhqphdOiu'',",29.081036,48.123108,3_8ss,Ahmadi,Fahaheel
8.95E+17,tl,11/23/2019 20:40,"I''m at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer https://t.co/ePR0OSTwZF",29.260788,48.02199,fhd_alkaldy,Mubarak Al-Kabeer,Wosta
580941950,u'en',3/13/2018 21:58,"uI''m at Love street in Kuwait City w/ @b23xx4 https://t.co/1VYruLK7kk,",29.360855,48.007866,A_ALMOUSA29,Capital,Da'ayia
414786370,u'in',08/11/2018 20:02,"uI''m at Sabah Al-Salem Area in Sabah Al-Salem, Al Asimah https://t.co/FKbsSqDN1q,",29.258553,48.060238,7soon95,Mubarak Al-Kabeer,Sabah Al-Salem
2850629400,u'en',10/27/2018 18:50,"uI''m at Pizza Hut in Sea Side, Hawalli Governorate w/ @falfailakawe61 https://t.co/0VvwmP6SBx,",29.33327,48.09388,Fhj35,Hawalli,Salmiya
8.16E+17,en,8/21/2019 6:19,I'm at Kuwait City in Kuwait https://t.co/EK8jmzAzXc,29.37808,47.97339,b23xx4,Capital,Qibla
8.15E+17,u'ca',12/01/2018 16:06,"uI''m at Boulevard in السالمية, Ḩawallī https://t.co/6WFsARTxHN,",29.331047,48.07543,s_alkhudhri,Hawalli,Salmiya
7.35E+17,u'en',1/30/2018 20:49,"uI''m at \xdcshk in Kuwait City, Al Kuwayt w/ @hma27x https://t.co/xadTDnl5bM,",29.38073,47.991558,AlmutairiiMf,Capital,Sharq
9.97E+17,en,4/23/2019 10:23,"I''m at Australian College of Kuwait - @ack_live in Mubarak Al-Abdullah, Hawalli Governorate w/ @salsheredah https://t.co/AIBazls9no",29.30405,47.941345,ske72_,Farwaniya,Al-Rai
1.05E+18,en,4/18/2019 23:36,I'm at Salwa in Kuwait w/ @a_alkufaidi @965almousa https://t.co/OE2mmJ4o4m,29.301874,47.929546,r7a2s7,Farwaniya,Al-Rai
8.63E+17,u'en',12/09/2018 12:19,"uI''m at Toby’s Estate in Kuwait City, Al Kuwayt https://t.co/a9WSO11Gec,",29.341185,47.941998,oh_676,Capital,Shuwaikh Industrial - 1
3364624600,u'lv',11/30/2018 3:35,"uI''m at Salmiya in As Sālimīyah, Muḩāfaz̧at Ḩawallī https://t.co/DoxXDU187s,",29.334501,48.0794,RedHoodStitch,Hawalli,Salmiya
7.83E+17,u'en',11/23/2018 16:35,"uI''m at Chabd in Chabd https://t.co/9ls23WYH24,",29.103401,47.7624,i4454,Jahra,Kabed
715042900,ar,9/15/2020 10:53,ما أحس إلا أنه بيتي الثاني❤️. (@ مستشفى الجهراء - قسم الجراحه) https://t.co/0Q6IKWIJYM,29.337128,47.678368,Khalshemali,Jahra,Qasr
7.26E+17,u'en',4/13/2018 14:42,"uI''m at Starbucks in Al-Andalus, Al Asimah w/ @h_aj_ https://t.co/IJFLyAuXn2,",29.301483,47.901333,alrumaidheen,Farwaniya,Andalous
7.97E+17,en,3/21/2019 19:34,"I''m at Slider Station in Kuwait City, Kuwait https://t.co/X5S61ZtKzr",28.663803,48.367245,frh4s_,Ahmadi,Sabah Al-Ahmad Al-Bahrya
7.65E+17,in,7/23/2019 17:46,I'm at Al Qurain in Mubarak Al-Kabeer https://t.co/Lhfpmrlj7G,29.20256,48.06999,b87i_,Mubarak Al-Kabeer,Qurain
1382613200,u'und',01/06/2018 3:09,"uI''m at قهوه بنيدر BNAIDER 258 https://t.co/YnUCCQensy,",28.811222,48.27435,Inotaibiy,Ahmadi,Shalihat
7.00E+17,u'en',02/11/2018 14:44,"uI''m at South Surra in Kuwait city, Kuwait https://t.co/aFwe3uKdcv,",29.282364,48.01286,nasseralhajji6,Hawalli,Hitteen
2842687500,und,6/13/2019 20:44,"I''m at مسرحية ليلة زفته in Mishrif, حولي https://t.co/T53LUMd2Gp",29.342737,48.029133,al3taibi28,Hawalli,Hawalli
1057499100,u'en',1/31/2018 8:35,"u''Just posted a photo @ Bayan Palace https://t.co/RYF5Ic8mxt'',",29.300556,48.031944,mishmishanii,Hawalli,Bayan
1.03E+18,en,07/08/2019 9:40,I'm at Shaikhan Alfarsi Hospital in Al Asimah https://t.co/wEDBqzi61T,29.321293,47.895836,Aale12_,Capital,Shuwaikh Health
7.56E+17,u'lv',12/06/2018 21:27,"uI''m at Starbucks in Sālimīyah, Muḩāfaz̧at Ḩawallī https://t.co/nubN7Klbh5,",29.33924,48.06585,bhabul2,Hawalli,Salmiya
7.45E+17,u'tl',05/03/2018 20:39,"uI''m at MUKHA in Kuwait City, Al Kuwayt https://t.co/DVYRgUlPKL,",29.375872,47.977657,melzaidan,Capital,Sharq
307626340,u'und',12/28/2017 9:14,"u''مايسمع تنكد عيشته\U0001f602\U0001f602 @ Asia/Kuwait https://t.co/D7bKvc6ids'',",29.352907,47.614086,alqallaf_,Jahra,Al-Mutla'a
3282688500,u'und',9/20/2018 8:22,"u''الوداع الوداع ياحبيبي ياحُسين (@ Mansouriya in Al-Asimah) https://t.co/UDyZUeBWfA'',",29.35505,47.995693,shaha_almarhoon,Capital,Mansouriya
3161512700,u'und',02/03/2018 13:49,"uI''m at Zahra in Al-Zahrā'', Al Asimah https://t.co/HpW0S6fHgv,",29.278164,47.9965,Alhamadi524,Hawalli,Zahra
8.25E+17,u'in',12/03/2018 10:19,"u''Gn (@ Manqaf in Almangaf - kuwait, Kuwait) https://t.co/nG2QwhlVaJ'',",29.110481,48.127983,Ano63x_,Ahmadi,Mangaf
268388110,u'und',8/14/2018 19:12,"uمع النجم المرعب الذهبي @bader_almotawaa @ Hawalli, Al ''Āşimah, Kuwait https://t.co/LhUNc3me6I,",29.3328,48.0286,BuDhari77,Hawalli,Hawalli
7.70E+17,u'en',03/09/2018 20:26,"uI''m at Behbehani Complex in Kuwait, Al Asimah https://t.co/jTyVgTW62G,",29.380203,47.991302,AliGhloum,Capital,Sharq
1281115900,tl,01/07/2020 18:32,I'm at Shuwaikh Beach https://t.co/AXyj80gSh5,29.356308,47.94599,ESHAYJI,Capital,Shuwaikh
7.67E+17,u'en',8/24/2018 21:26,"uI''m at @AlHamraTower in Sharq, Kuwait https://t.co/A7Mj6R2l0Z,",29.378616,47.9927,a_alfouderi27,Capital,Sharq
7.76E+17,bn,4/18/2019 12:20,ওমরা করতে সৌদি আরব যাইতেছি দোয়া করবেন আল্লাহ যেন কবুল করে https://t.co/OYsHO81vDl,29.298666,48.056538,AMINULAMIN9,Hawalli,Bayan
510119740,u'en',8/16/2018 19:55,"uI''m at Al-@AmiriHospital in Kuwait City, Al Asimah https://t.co/iDTximyf4F,",29.38794,47.9878,ayoutma3rafie,Capital,Sharq
4502051000,u'en',11/03/2018 21:56,"uI''m at @AlShaheedPark in Kuwait City, Al Kuwayt https://t.co/O8ez6E3Zaw,",29.369656,47.993584,abdullah225x,Capital,Hadeyk Al-Soor
9.72E+17,und,9/22/2020 21:06,"I''m at ترولي الدوحة in Doha, Al Kuwayt https://t.co/LL57GH812P",29.31178,47.846542,farouh__,Capital,Sulaibikhat
7.64E+17,u'en',6/20/2018 12:47,"uI''m at Ardiya Industrial https://t.co/Us9VyAcNt3,",29.297712,47.91259,mbarkalwatted,Farwaniya,Ardhiya - 6
1.03E+18,in,10/18/2019 20:27,I'm at Al Qadsiya https://t.co/LgvvaSwApb,29.3403,48.01291,fatmajals,Hawalli,Hawalli
8.89E+17,u'en',12/21/2018 20:50,"uI''m at Tobys Estate in Kuwait city, Kuwait https://t.co/aIwtkfeZ53,",29.3752,47.978188,alfdhlim22,Capital,Qibla
3343343400,u'und',4/18/2018 15:58,"u''ليه تسرق احبابو؟ (@ Mishref in Mishref, Al Asimah w/ @aahussain__) https://t.co/L8LHfWKn4S'',",29.279982,48.066868,458x_,Hawalli,Mishref
2685042200,u'ro',01/04/2019 22:16,"uI''m at \xdcshk in Kuwait City, Al Kuwayt https://t.co/iTm13jrSVx,",29.380655,47.991516,shoshoo_Alsh,Capital,Sharq
890961700,u'ar',5/30/2018 9:30,"uI''m at ثانوية سعاد محمد الصباح بنات - المنصوريه https://t.co/0nhbbdgYWY,",29.356947,47.99276,Noor_alkandry,Capital,Mansouriya
724436500,fa,6/13/2019 19:07,🏢 گروه مشاوره سلیم خلیلی برگزار کننده  دوره مدیریت کلینیک (Healthcare MBA) میزبان شما در 22 امین نمایشگاه ایران هلث… https://t.co/kxZyRVoCSL,29.342484,47.912327,khalilisalim,Capital,Shuwaikh Education
2489922300,u'tl',6/28/2018 1:10,"u''kum_vip #يستاهل_المتابعه @ Kuwait https://t.co/Hv4HnvtGcN'',",29.166668,47.6,ls9ii,Jahra,Kabed
920351360,en,10/24/2019 23:50,"I''m at @Five_Guys in Kuwait City, Al Kuwayt https://t.co/M8HjvovVmv",29.341824,47.943375,Khaldi62x,Capital,Shuwaikh Industrial - 1
9.67E+17,en,12/06/2019 19:11,"I''m at Boost Coffee And Protein in Kuwait City, Al Kuwayt https://t.co/R66js5jhev",29.366783,47.978252,7Saraaah,Capital,Merqab
2986934000,en,11/05/2019 9:23,I'm at Starbucks - @rramhkwt https://t.co/PK1eeAsclp,29.169058,48.09927,Aldeeeehanii,Ahmadi,Egaila
1.08E+18,ar,9/28/2019 9:27,مامداني حتى اخذ قهوه💔 (@ صباح السالم) https://t.co/cmXYCZgDX9,29.255692,48.065804,beito273,Mubarak Al-Kabeer,Sabah Al-Salem
3226401500,u'ca',12/24/2018 22:59,"uI''m at مطار الكويت الدولي in Al Farwānīyah, Al Farwaniyah w/ @tsalenzi https://t.co/p4RCsuAM4g,",29.240555,47.971016,_f5cc,Farwaniya,Airport
1394265100,und,04/07/2019 15:00,I'm at صبحان https://t.co/7KDtqCUEof,29.267715,47.99262,Hoor_SQ,Hawalli,Zahra
7.96E+17,fa,05/01/2019 9:17,قهرمان حرفه ای آرش اسکندری تولدت مبارک قهرمان 🌷 #مجله_حرکت | ژنتيك برتر دسته وزني 95 کیلوگرم 🎬 فیگورگیری انفرادی… https://t.co/ccyMVWVUT7,29.327723,48.032883,mgroupss,Hawalli,Jabriya
7.83E+17,u'ar',1/13/2018 20:24,"uI''m at القادسية https://t.co/aaMNoLHr1Q,",29.349287,48.001972,m_h_624x,Capital,Qadsiya
3433355800,u'en',4/17/2018 21:09,"uI''m at Starbucks in Mishref, State of Kuwait https://t.co/yTJbWdrS20,",29.280827,48.0691,Aziz501x,Hawalli,Mishref
4438764500,en,08/03/2019 18:40,I'm at Joy Confections Cafe in Egaila https://t.co/XUvOzqvsio,29.174793,48.098476,iotaibe6,Ahmadi,Egaila
3276646400,u'ca',9/25/2018 16:00,"uI''m at الأڤنيوز in Kuwait City, Al Farwaniyah Governorate https://t.co/XxL6MwEkDd,",29.302351,47.93285,_ajme6,Farwaniya,Al-Rai
1874995800,u'und',2/20/2018 10:28,"uI''m at كلية العلوم  - جامعة الكويت in Al Asimah https://t.co/9Wi7123lkj,",29.324617,47.97136,Mo0sa_alb,Capital,Khalidiya
7.49E+17,en,2/29/2020 19:34,"I''m at @CinescapeQ8 in Al Rai, Al Farwaniyah Governate https://t.co/DPWSCcZJGR",29.302341,47.930077,G742x,Farwaniya,Al-Rai
1927779800,u'ca',05/06/2018 21:45,"uI''m at Al Shamam Restaurant |  مطعم الشمم in kuwait city, Kuwait https://t.co/ezsEgo7iAc,",29.374067,47.972363,alshatti260,Capital,Qibla
2361064400,u'en',2/17/2018 17:47,"uI''m at CAF cafe - @cafkuwait https://t.co/0nTKLb59L8,",29.376774,47.97806,engmaryem89,Capital,Sharq
8.92E+17,ar,10/26/2019 21:29,الروائح في الشتاء أكثر جمالاً قهوة ومطر💙 https://t.co/UEQ8zh7UtB,29.27756,48.089115,Almtrfah89,Hawalli,Salwa
3222746400,u'en',6/19/2018 16:27,"uI''m at SubWay (Sulaibikhat) https://t.co/eRogk0VyXc,",29.311413,47.863388,A_M_9x,Capital,Gharnada
520417600,ca,04/07/2019 21:07,"I''m at مطار الكويت الدولي in Al Farwānīyah, Al Farwaniyah https://t.co/22HIPCqsGW",29.267788,47.992645,houseofdalal,Hawalli,Zahra
1.01E+18,ar,04/05/2019 2:17,I'm at مركز العدان الصحي التخصصي https://t.co/L5BPdQHoUw,29.260279,48.022297,266xii,Mubarak Al-Kabeer,Wosta
8.71E+17,u'en',05/05/2018 11:42,"uI''m at Starbucks in Al-Andalus, Al Asimah https://t.co/h3TgvjlPmj https://t.co/B3x3u6M4Vl,",29.301483,47.901333,i632_,Farwaniya,Andalous
8.23E+17,en,1/19/2020 13:14,"I''m at The Avenues in Kuwait City, Al Farwaniyah Governorate w/ @nsr66x https://t.co/sLRZMDFuec",29.302763,47.939667,mt62x_,Farwaniya,Al-Rai
3010417700,u'en',03/07/2018 11:43,"uI''m at Saveco in Al-Rai, Al-Asimah https://t.co/X41x7MMDzy,",29.315369,47.95703,Maramalkx,Farwaniya,Al-Rai
395577820,u'in',09/10/2018 18:04,"uI''m at Jabriya in Al-Jābiriyah, Al Asimah w/ @faarahxz https://t.co/YOI9udV4ny,",29.322933,48.030453,AKA_595,Hawalli,Jabriya
1400926600,en,02/01/2020 20:25,I'm at joy - the spot in The spot https://t.co/Jl8rCYWkEF,29.265022,48.08703,7awoura_,Mubarak Al-Kabeer,Sabah Al-Salem
8.26E+17,u'en',01/03/2019 13:14,"uI''m at Starbucks in Mishref, State of Kuwait https://t.co/lUUJJYuOxC,",29.280827,48.0691,almosawi52,Hawalli,Mishref
8.15E+17,en,11/20/2019 17:47,I'm at Caribou Coffee in Bayan https://t.co/x9VDtqfjgj,29.305742,48.044525,Sharaflee_,Hawalli,Bayan
4819246000,en,10/21/2019 17:16,I'm at Starbucks in Hawalli https://t.co/0VzeKh52Oh,29.340649,48.02599,_Eneziii,Hawalli,Hawalli
1.00E+18,en,9/27/2019 21:43,"I''m at Locus in Kuwait City, Al Kuwayt https://t.co/EsswSSlIsB",29.366625,47.970673,3meeri2,Capital,Qibla
2156054000,u'und',5/26/2018 20:27,"u''.@mabarrak Graduation \U0001f393 (@ Jumeirah Messilah Beach Hotel &amp; Spa - Messilah 1 - @jumeirahmb in Messila, مبارك الكبير) https://t.co/gD0OGYacM0'',",29.268442,48.08759,hsbarrak,Mubarak Al-Kabeer,Sabah Al-Salem
600801800,u'tl',12/26/2018 16:57,"uI''m at % Arabica Abu Al-Hasaniya in Abu Al-Hasaniya, Mubarak Al-Kabeer Governorate https://t.co/erojtnTjMU,",29.19516,48.109615,Y_Al_7amadi,Mubarak Al-Kabeer,Abu Ftaira
4069624000,u'und',04/11/2018 12:20,"uI''m at قاعه C104 https://t.co/gtGlNe4H7W,",29.343082,48.02313,haljwesrix,Hawalli,Hawalli
9.43E+17,u'tl',05/02/2018 16:03,"u''\U0001f634\U0001f634 (@ Al-Khaldiyah in Al-Khāldiyah, Al Kuwayt) https://t.co/fWzL3OsRIk'',",29.32575,47.964676,ARM9_9,Capital,Khalidiya
1110423900,et,07/12/2020 20:05,"Cardio🏃🏽‍♀️🏃🏽‍♀️🏃🏽‍♀️🏃🏽‍♀️ (@ Funaitees in Fnaitees, Mubarak Al-Kabeer Governorate) https://t.co/Lu0gfVlnNn",29.217945,48.094986,lolo_299,Mubarak Al-Kabeer,Fineitees
9.07E+17,tl,12/22/2019 12:29,"I''m at Dikakeen in Kuwait City, Al Kuwayt https://t.co/QksLmd4urv",29.361511,47.958973,ae8xc,Capital,Shuwaikh
8.52E+17,en,10/26/2019 20:22,I'm at ALKOUT Mall in Al Ahmadi https://t.co/stB22reFvb,29.078838,48.138863,abrz_66,Ahmadi,Fahaheel
226999730,und,6/26/2019 22:49,Wish you a happy life @ صالة مراد بهبهاني للأفراح https://t.co/lxAhG9dewT,29.349886,48.01799,weezzoo,Hawalli,Sha'ab
9.98E+17,u'en',8/22/2018 15:44,"uI''m at Arabica % in Kuwait City, Al Asimah https://t.co/46r4txrge4,",29.377007,47.99068,nouralhxx,Capital,Sharq
514766620,u'en',6/25/2018 21:42,"uI''m at The Avenues in Kuwait City, Al Farwaniyah Governorate https://t.co/KOPTbd260l,",29.302303,47.93017,Shayo5_S,Farwaniya,Al-Rai
529353860,u'ca',03/06/2018 18:22,"u''الحب\U0001f926\U0001f3fb‍♀️\U0001f499 (@ Caesar in Hawalli Governorate) https://t.co/bHs3oJC4xa'',",29.338123,48.079998,Remoh75_,Hawalli,Salmiya
334343780,u'en',01/09/2018 23:14,"uI''m at Pick Yo in Hutteen https://t.co/bqUWKHdt00,",29.281311,48.020027,3WASHAALROOMi,Hawalli,Hitteen
1.05E+18,en,01/05/2020 23:21,"Second day💗 (@ WOK n ROLL in Kuwait City, Hawally Governorate) https://t.co/etmhVnlVAg",29.325972,48.02681,AlqattanAesha,Hawalli,Jabriya
3018888400,u'en',6/15/2018 16:00,"uI''m at Starbucks in Mubarak Al-Kabeer https://t.co/5F7QMoOr73,",29.202236,48.049873,Ralmandil,Mubarak Al-Kabeer,South Wosta
1.06E+18,en,09/04/2019 11:05,I'm at ACM in Kuwait https://t.co/AhxmGEBXAu,29.166662,48.099266,DeepnessVI,Ahmadi,Egaila
1.08E+18,ht,3/25/2020 6:56,"I''m at Al-Haji Chalet in 258, Al Ahmadi https://t.co/aJAbqh6psU",28.812494,48.27842,nx26___,Ahmadi,Shalihat
1.08E+18,en,4/22/2019 20:53,"I''m at DOH! in Kuwait City, Al Kuwayt https://t.co/vm4r35uxq6",29.303408,47.942722,shammeri26,Farwaniya,Al-Rai
325995000,en,02/02/2020 10:31,For training and development shit (@ Kuwait Airways Headquarters in Kuwait) https://t.co/TiDHkYUv0K,29.256046,47.96914,7manyy,Farwaniya,Airport
2928782800,u'en',10/23/2018 11:59,"uI''m at HOME https://t.co/auUMttpAON,",29.285635,48.06547,__t63x,Hawalli,Mishref
7.67E+17,u'und',01/04/2018 8:56,"uI''m at كلية الآداب - @k_university in Kaifan, Al Asimah https://t.co/QwVlpadP4x,",29.340391,47.951294,Aldhmshei62,Capital,Keefan
2918878700,u'ro',1/23/2018 19:23,"uI''m at \xdcshk in Kuwait City, Al Kuwayt https://t.co/m0rYmLAdK7,",29.38073,47.991558,Atmj__,Capital,Sharq
1359977600,en,08/05/2019 1:46,Enjoying every sip 😋 😋😋😋😋 @ Kuwait City https://t.co/e9Xkw4mqSf,29.3697,47.9783,jeffrey_mbugua,Capital,Qibla
1136116400,en,4/25/2020 16:44,"I''m at Al-Qusor in Kuwait, Al Asimah https://t.co/njt0IKoM2H https://t.co/aQoRpGeb4k",29.221489,48.08319,Shyou591,Mubarak Al-Kabeer,Al-Qusour
7.79E+17,in,2/27/2021 22:07,I'm at Dubai'ya 233 w/ @shm_96x @_iseventysix https://t.co/ET6ysyK19Z,28.923834,48.2062,LEE_ALS5,Ahmadi,Shalihat
1849440900,u'en',11/07/2018 19:19,"uI''m at Kuwait Riding Center in sabhan https://t.co/4fLaJIR42K,",29.24987,48.01072,FA33x_,Mubarak Al-Kabeer,Wosta
4874767400,u'ar',12/13/2018 11:10,"u''صباغ وديكورات ورق جدران كنوز 66007071k يوجد احدث التصاميم #فايبر_جلاس #باركية_أرضيات_خشبيه #جام #الكويت #الكويتيات… https://t.co/Hr0fTTC59b'',",29.081121,48.135803,decor2018k,Ahmadi,Fahaheel
2968138000,u'en',3/28/2018 20:22,"uI''m at chocolate season https://t.co/I0AkUqlO4M,",29.216385,48.10277,alajmenine,Mubarak Al-Kabeer,Fineitees
82488250,en,10/22/2020 1:26,Just posted a photo @ Kuwait City https://t.co/9BbtOO2Iym,29.3697,47.9783,yoyoo143,Capital,Qibla
2805902300,u'ar',02/06/2018 19:46,"uI''m at خط فحيحيل https://t.co/NnUlfRwwQM,",29.324795,48.04464,Emanqamber37,Hawalli,Jabriya
8.46E+17,u'en',8/26/2018 14:46,"uI''m at The Avenuse in Al Kuwayt, Al Farwaniyah https://t.co/vzXSc52Jvb,",29.302872,47.940205,shoshax8,Farwaniya,Al-Rai
4470955000,u'en',06/05/2018 0:57,"uI''m at Face/Off Cafe in Kuwait City, Al Kuwayt https://t.co/p0LOESY70T,",29.383968,47.988644,AlrNass,Capital,Sharq
